"title","authors","pages","date","article_url","issue_url"
"SAMPLING MOMENTS OF MOMENTS FOR A FINITE POPULATION","J. O. IRWIN,, M. G. KENDALL,","p. 138-142","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02315.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"THE NUMBERS OF PUBLICATIONS WRITTEN BY BIOLOGISTS","C. B. WILLIAMS,","p. 143-146","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02316.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"Reviews","","p. 147-150","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02317.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"THE FAMILIES OF THE KINGS OF SIAM OF THE HOUSE OF CHAKRI","MALCOLM SMITH,","p. 151-157","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02318.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"GENETIC STUDIES ON ECTOPIA LENTIS: II. ANTHROPOMETRIC AND LINKAGE DATA","C. W. COTTERMAN,, HAROLD F. FALLS,","p. 158-168","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02319.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"ALLOWANCE FOR DOUBLE REDUCTION IN THE CALCULATION OF GENOTYPE FREQUENCIES WITH POLYSOMIC INHERITANCE","R. A. FISHER,","p. 169-171","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02320.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"THE ESTIMATION OF MAP DISTANCES FROM RECOMBINATION VALUES","D. D. KOSAMBI,","p. 172-175","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02321.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"THE ANALYSIS OF A TSETSE-FLY POPULATION. II","C. H. N. JACKSON D.Sc.,","p. 176-205","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02322.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"THE INHERITANCE OF ALLELOMORPHS OF THE Rh GENE IN FIFTY-SIX FAMILIES","R. R. RACE,, G. L. TAYLOR,, ELIZABETH W. IKIN,, AILEEN M. PRIOR,","p. 206-210","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02323.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"The Advanced Theory of Statistics. By Maurice G. Kendall","D. J. Finney,","p. 211-212","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02324.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"SOME ORTHOGONAL PROPERTIES OF THE 4 × 4 AND 6 × 6 LATIN SQUARES","D. J. FINNEY,","p. 213-219","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02325.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"A POLYDACTYL GENE IN MICE CAPABLE OF NEARLY REGULAR MANIFESTATION","S. B. HOLT,","p. 220-249","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02326.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"THE INHERITANCE OF THE ALLELOMORPHS OF THE Rh GENE WITH SPECIAL REFERENCE TO THE Rhî AND Rhîî GENES","P. STRATTON M.D.,","p. 250-260","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02327.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"THE INHERITANCE OF ALLELOMORPHS OF THE Rh GENE: A SECOND SERIES OF FAMILIES","R. R. RACE,, G. L. TAYLOR,, ELIZABETH W. IKIN,, AILEEN M. DOBSON,","p. 261-265","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02328.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"STUDIES IN THE CLASSIFICATION OF EYE COLOUR. III","W. J. B. RIDDELL,","p. 266-273","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02329.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"THE RELATION BETWEEN THE NUMBER OF SPEAKERS AND THE NUMBER OF CONTRIBUTIONS TO THE TRANSACTIONS OF THE OPHTHALMOLOGICAL SOCIETY OF THE UNITED KINGDOM BETWEEN 1881 AND 1890","W. J. B. RIDDELL,","p. 274-279","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02330.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"STORED PRODUCTS, AND THE INSECTS INFESTING THEM AS EXAMPLES OF THE LOGARITHMIC SERIES","J. L. HARRISON,","p. 280-282","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02331.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"A SYSTEM OF CONFOUNDING FOR FACTORS WITH MORE THAN TWO ALTERNATIVES, GIVING COMPLETELY ORTHOGONAL CUBES AND HIGHER POWERS","R. A. FISHER,","p. 283-290","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02332.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"THE FRACTIONAL REPLICATION OF FACTORIAL ARRANGEMENTS","D. J. FINNEY,","p. 291-301","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02333.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"EDITORIAL NOTE","","p. v","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02334.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"ORTHOGONAL PARTITIONS OF THE 5 × 5 LATIN SQUARES","D. J. FINNEY,","p. 1-3","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02335.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"NEW ZEALAND BLOOD-TYPE DISTRIBUTIONS: PRELIMINARY INVESTIGATIONS","R. F. PADDOCK,","p. 4-6","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02336.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"GENETIC THEORIES OF Rh BLOOD TYPES","V. R. KHANOLKAR,, L. D. SANGHVI,","p. 7-14","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02337.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"THE INHERITANCE OF ALLELOMORPHS OF THE Rh GENE IN FIFTY FAMILIES","MARJORY McFARLANE,","p. 15-17","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02338.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"FILIAL AND FRATERNAL CORRELATIONS IN SUCCESSIVE GENERATIONS","R. G. STANTON,","p. 18-24","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02339.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"A FURTHER NOTE ON THE SIB-PAIR LINKAGE METHOD","L. S. PENROSE,","p. 25-29","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02340.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"CROSSING-OVER IN A PEDIGREE CONTAINING HAEMOPHILIC AND COLOUR-BLIND INDIVIDUALS","W. J. B. RIDDELL,","p. 30-34","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02341.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"AN INVESTIGATION OF 171 POSSIBLE LINKAGE RELATIONSHIPS IN MAN","H. W. KLOEPFER,","p. 35-71","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02342.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"The Etiology of Deaf-Mutism, with special reference to heredity. By H. Lindenov","H. KALMUS,","p. 72","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02343.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"FAMILIAL DATA ON 144 CASES OF ANENCEPHALY, SPINA BIFIDA AND CONGENITAL HYDROCEPHALY","L. S. PENROSE,","p. 73-98","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02344.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"BLOOD-GROUP FREQUENCIES IN NEW ZEALAND AND MAORI SOLDIERS","E. J. GODLEY,","p. 99-101","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02345.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"A SEROLOGICAL AND GENETICAL STUDY OF MULTIPLE ANTIBODIES FORMED IN RESPONSE TO BLOOD TRANSFUSION BY A PATIENT WITH LUPUS ERYTHEMATOSUS DIFFUSUS","SHEILA T. CALLENDER,, R. R. RACE,","p. 102-117","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02346.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"SCORES FOR RANKED DATA IN SCHOOL EXAMINATION PRACTICE","FRANK SANDON,","p. 118-121","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02347.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"THE CUMULANTS OF THE DISTRIBUTION OF FISHER'S ‘u11’ AND ‘u31’ SCORES USED IN THE DETECTION AND ESTIMATION OF LINKAGE IN MAN","J. B. S. HALDANE,","p. 122-134","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02348.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"PEDIGREE OF NYSTAGMUS, MYOPIA AND CONGENITAL EYE DEFECTS WITH MENTAL DEFICIENCY","I. S. McGREGOR,","p. 135-140","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02349.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"ON THE FAMILIAL APPEARANCES OF MATERNAL AND FOETAL INCOMPATIBILITY","L. S. PENROSE,","p. 141-145","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02350.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"GENETICAL ANTIGENIC INCOMPATIBILITY AS A POSSIBLE CAUSE OF THE TOXAEMIAS OCCURRING LATE IN PREGNANCY","H. KALMUS,","p. 146-149","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02351.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"THE FITTING OF GENE FREQUENCIES TO DATA ON RHESUS REACTIONS","R. A. FISHER,","p. 150-155","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02352.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"MICROSPERMIA IN AN INDIVIDUAL FROM A FAMILY OF UNUSUALLY HIGH SEX RATIO AND LOW FERTILITY","H. HARRIS,","p. 156-159","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02353.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"RECORDS OF EYE COLOURS FOR BRITISH POPULATIONS AND A DESCRIPTION OF A NEW EYE-COLOUR SCALE","J. GRIEVE B.Sc., M.B.,, G. M. MORANT D.Sc.,","p. 161-171","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02354.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"THE INHERITANCE OF PREMATURE BALDNESS IN MEN","HARRY HARRIS B.A., M.B., B.Ch. (Camb.),","p. 172-181","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02355.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"A CONTRIBUTION TO THE GENETICS OF HAIR COLOUR IN MAN","C. D. LEE,, L. S. PENROSE,","p. 182-183","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02356.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"ORTHOGONAL PARTITIONS OF THE 6times6 LATIN SQUARES","D. J. FINNEY,","p. 184-196","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02357.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"THE INTERACTION OF NATURE AND NURTURE","J. B. S. HALDANE,","p. 197-205","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02358.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"A FURTHER NOTE ON POLYDACTYLY IN MICE","S. B. HOLT,, M. E. WRIGHT,","p. 206-207","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02359.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"‘Klinische und erbbiologische Untersuchungen über die Heredoataxien.’ By Torsten Sjögren","","p. 208-210","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02360.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"SENSORY THRESHOLDS FOR SOLUTIONS OF PHENYL-THIO-CARBAMIDE: RESULTS OF TESTS ON A LARGE SAMPLE, MADE BY R. A. FISHER","D. S. FALCONER,","p. 211-222","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02361.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"NOTE ON THE CALCULATION OF THE FREQUENCIES OF RHESUS ALLELOMORPHS","R. A. FISHER,","p. 223-224","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02362.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"A MYOPATHIC FAMILY","JAMES E. H. SAWYER M.A., D.M. (Oxon), M.R.C.P.,","p. 225-227","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02363.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"SOME NOTES ON DISCRIMINATION","L. S. PENROSE,","p. 228-237","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02364.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"A FACTOR ANALYSIS OF BODY MEASUREMENTS FOR BRITISH ADULT MALES","CYRIL BURT,, CHARLOTTE BANKS,","p. 238-256","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02365.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"AN EXTENSION OF THE LEAST-SQUARES METHOD FOR STATISTICAL ESTIMATION","D. D. KOSAMBI,","p. 257-261","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02366.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"THE MUTATION RATE OF THE GENE FOR HAEMOPHILIA, AND ITS SEGREGATION RATIOS IN MALES AND FEMALES","J. B. S. HALDANE F.R.S.,","p. 262-271","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02367.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"SOME EXAMPLES OF DISCRIMINATION","CEDRIC A. B. SMITH,","p. 272-282","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02368.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"THE INCIDENCE OF PLACENTA PRAEVIA AND ANTEPARTUM HAEMORRHAGE ACCORDING TO MATERNAL AGE AND PARITY","H. KALMUS,, CEDRIC A. B. SMITH,","p. 283-290","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02369.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"Reviews","","p. 291-293","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02370.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"ERRATA","","p. 293","January 1946","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1946.tb02371.x","https://onlinelibrary.wiley.com/toc/20501439/1946/13/1"
"SITUS INVERSUS IN ONE MONOZYGOTIC TWIN","HANS FR. HELWEG-LARSEN,","p. 1-8","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02372.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"A PEDIGREE OF SEX-LINKED ICHTHYOSIS VULGARIS","H. HARRIS,","p. 9","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02373.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"A NEW ESTIMATE OF THE LINKAGE BETWEEN THE GENES FOR COLOUR-BLINDNESS AND HAEMOPHILIA IN MAN","J. B. S. HALDANE,, C. A. B. SMITH,","p. 10-31","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02374.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"A GENETICAL FACTOR IN PERNIOSIS","H. HARRIS,","p. 32-34","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02375.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"ERRATA","","p. 34a-34","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02376.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"THE DYSGENIC EFFECT OF INDUCED RECESSIVE MUTATIONS","J. B. S. HALDANE,","p. 35-43","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02377.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"LENGTH OF HUMAN GESTATION WITH SPECIAL REFERENCE TO PREMATURITY","M. N. KARN,","p. 44-59","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02378.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"PHENYLKETONURIA: DATA ON FORTY-SEVEN BRITISH FAMILIES","T. A. MUNRO,","p. 60-88","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02379.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"The Advanced Theory of Statistics. Vol. ii. By Maurice G. Kendall","Cedric A. B. Smith,","p. 89-90","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02380.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"THE ANALYSIS OF A TSETSE-FLY POPULATION. III","C. H. N. JACKSON D.Sc.,","p. 91-108","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02381.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"THE FREQUENCIES OF THE ABO BLOOD-GROUPS IN SOUTH-WESTERN ENGLAND","J. A. FRASER ROBERTS,","p. 109-116","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02382.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"A SIMPLE EXACT TEST FOR BIRTH-ORDER EFFECT","J. B. S. HALDANE F.R.S.,, CEDRIC A. B. SMITH,","p. 117-124","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02383.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"THE PROBLEM OF ANTICIPATION IN PEDIGREES OF DYSTROPHIA MYOTONICA","L. S. PENROSE,","p. 125-132","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02384.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"A CHARACTERISTIC OF SPECIES OF 7 × 7 LATIN SQUARES","S. G. GHURYE,","p. 133-138","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02385.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"HEREDITARY ONYCHOGRYPHOSIS","AAGE VIDEBÆK,","p. 139-141","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02386.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"A VARIANT OF THE RHESUS ANTIGEN D","I. DUNSFORD,","p. 142-143","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02387.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"THE EFFECT OF MATERNAL AGE ON THE MANIFESTATION OF A POLYDACTYL GENE IN MICE","S. B. HOLT,","p. 144-157","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02388.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"LIST OF RECENT PAPERS ON HUMAN GENETICS AND ALLIED SUBJECTS RECEIVED FROM GERMANY","","p. 158-159","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02389.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"GENETICAL SOCIETY","","p. 160","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02390.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"REVIEWS","","p. 161-163","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02391.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"A SEX-LIMITING MODIFYING GENE IN DIAPHYSIAL ACLASIS (MULTIPLE EXOSTOSES)","H. HARRIS,","p. 165-170","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02392.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"THE Rh ANTIGEN Du","R. R. RACE,, RUTH SANGER,, SYLVIA D. LAWLER,","p. 171-184","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02393.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"THE LIKELIHOOD EQUATION, CONSISTENCY AND THE MAXIMA OF THE LIKELIHOOD FUNCTION","V. S. HUZURBAZAR,","p. 185-200","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02394.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"A SERUM WHICH DEMONSTRATES THE CO-DOMINANCE OF THE BLOOD-GROUP GENE O WITH A AND B","KATHLEEN E. BOORMAN,, BARBARA E. DODD,, BERNARD E. GILBEY,","p. 201-208","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02395.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"ON THE MANIFESTATION OF RINGED HAIR IN A MOTHER AND DAUGHTER","H. HARRIS,, H. KALMUS,","p. 209-212","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02396.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"SOME OBSERVATIONS ON HEREDITY IN BREAST CANCER AND LEUKEMIA","Th. BUSK,","p. 213-229","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02397.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"NOTE ON METHODS OF ANALYSING CANCER PEDIGREES","MARY N. KARN,","p. 232-233","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02398.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"A GENETICAL STUDY OF HUMAN MAMMARY CANCER","L. S. PENROSE,, HELEN J. MACKENZIE,, MARY N. KARN,","p. 234-266","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02399.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"GENETICAL SOCIETY","","p. 267-271","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02400.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"REVIEWS","","p. 272-278","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02401.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"THE GENETICS OF THE SICKLE-CELL TRAIT IN A BANTU TRIBE","E. A. Beet,","p. 279-284","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02402.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"A PEDIGREE SHOWING SOME RARE Rh GENOTYPES","SYLVIA D. LAWLER,, DOREEN BERTINSHAW,","p. 285","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02403.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"A NON-EXISTENCE THEOREM FOR AN INFINITE FAMILY OF SYMMETRICAL BLOCK DESIGNS","M. P. SCHÜTZENBERGER,","p. 286-287","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02404.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"PARENTAL AND FRATERNAL CORRELATIONS FOR FITNESS","J. B. S. HALDANE,","p. 288-292","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02405.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"THE INCIDENCE OF PARENTAL CONSANGUINITY IN DIABETES MELLITUS","H. HARRIS,","p. 293-300","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02406.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"THE MEANING OF ‘FITNESS‘ IN HUMAN POPULATIONS","L. S. PENROSE,","p. 301-304","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02407.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"NOTE ON THE ELIMINATION OF INSIGNIFICANT VARIATES IN DISCRIMINATORY ANALYSIS","M. H. QUENOUILLE,","p. 305-308","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02408.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"THE SIB-SIB AGE OF ONSET CORRELATION AMONG INDIVIDUALS SUFFERING FROM A HEREDITARY SYNDROME PRODUCED BY MORE THAN ONE GENE","H. HARRIS,, C. A. B. SMITH,","p. 309-318","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02409.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"THE TRUNCATED BINOMIAL DISTRIBUTION","D. J. FINNEY,","p. 319-328","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02410.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"A QUANTITATIVE SURVEY OF THE FINGER-PRINTS OF A SMALL SAMPLE OF THE BRITISH POPULATION","SARAH B. HOLT,","p. 329-338","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02411.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
"A TEST FOR HOMOGENEITY OF RECORDS OF FAMILIAL ABNORMALITIES","J. B. S. HALDANE,","p. 339-341","January 1947","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1947.tb02412.x","https://onlinelibrary.wiley.com/toc/20501439/1947/14/1"
